정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
상곡리,Sanggok-ri,대구광역시,군위군,군위읍,128.6054133,36.24787,1,군위1
외량1리,oeryang1ri,대구광역시,군위군,군위읍,128.5448383,36.26108,3,군위2+군위3+급행9-3
외량1리,oeryang1ri,대구광역시,군위군,군위읍,128.54488,36.26126333,3,군위2+군위3+급행9-3
외량3리,oeryang3ri,대구광역시,군위군,군위읍,128.5433867,36.27068167,2,군위3+급행9-3
대흥2리,daeheung2ri,대구광역시,군위군,군위읍,128.53753,36.274,2,군위3+급행9-3
대흥2리,daeheung2ri,대구광역시,군위군,군위읍,128.5376017,36.27409167,2,군위3+급행9-3
대흥리,Daeheung-ri,대구광역시,군위군,군위읍,128.5322,36.278485,2,군위3+급행9-3
대흥리,Daeheung-ri,대구광역시,군위군,군위읍,128.5322733,36.27852,2,군위3+급행9-3
무성2.3리,Museong 2.3-ri,대구광역시,군위군,군위읍,128.5680817,36.190735,11,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9+급행9+급행9-3
무성2.3리,Museong 2.3-ri,대구광역시,군위군,군위읍,128.5685017,36.19008,11,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9+급행9+급행9-3
무성리,Museong-ri,대구광역시,군위군,군위읍,128.564335,36.19461833,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
무성리,Museong-ri,대구광역시,군위군,군위읍,128.5637483,36.19574333,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
금구2리,Geumgu 2-ri,대구광역시,군위군,군위읍,128.5643283,36.20388167,10,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위9+급행9+급행9-3
수서1리,Suseo1ri,대구광역시,군위군,군위읍,128.5577267,36.21344833,1,군위4
수서1리,Suseo1ri,대구광역시,군위군,군위읍,128.557925,36.21336,1,군위8
금구1리,Geumgu 1-ri,대구광역시,군위군,군위읍,128.566095,36.21765833,11,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9+급행9+급행9-3
군위공용버스터미널,Gunwi Bus Terminal,대구광역시,군위군,군위읍,128.5686033,36.23003,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위우체국앞,gunwiuchegugap,대구광역시,군위군,군위읍,128.5665067,36.23563833,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위군 행정복지센터,Gunwi-gun Community Service Center,대구광역시,군위군,군위읍,128.568085,36.24004,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위군 행정복지센터,Gunwi-gun Community Service Center,대구광역시,군위군,군위읍,128.5682517,36.24006833,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
금구1리,Geumgu 1-ri,대구광역시,군위군,군위읍,128.5654067,36.217495,11,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9+급행9+급행9-3
외량3리,oeryang3ri,대구광역시,군위군,군위읍,128.5434667,36.27076667,2,군위3+급행9-3
서부리,Seobu-ri,대구광역시,군위군,군위읍,128.56713,36.24131667,3,군위3+군위4+급행9-3
서부리,Seobu-ri,대구광역시,군위군,군위읍,128.5671067,36.24120833,3,군위2+군위3+군위4
오곡리입구,Ogok-ri,대구광역시,군위군,군위읍,128.57336,36.268415,1,군위2
오곡리마을회관,Ogok-ri,대구광역시,군위군,군위읍,128.5834567,36.2751,1,군위2
오곡리건너편,Ogok-ri,대구광역시,군위군,군위읍,128.5786233,36.27841167,1,군위2
대북1리,daebuk1ri,대구광역시,군위군,군위읍,128.5652117,36.269045,1,군위2
동부사거리,dongbusageori,대구광역시,군위군,군위읍,128.57368,36.236155,1,군위1
동부사거리,dongbusageori,대구광역시,군위군,군위읍,128.573685,36.23626167,1,군위1
상곡리-토일,Sanggok-ri-toil,대구광역시,군위군,군위읍,128.6052833,36.24789333,1,
용대리,Yongdae-ri,대구광역시,군위군,군위읍,128.600855,36.23241,1,군위1
용대리,Yongdae-ri,대구광역시,군위군,군위읍,128.601055,36.23228833,1,군위1
광현3리,gwanghyeon3ri,대구광역시,군위군,군위읍,128.6093317,36.23880667,1,군위1
광현3리,gwanghyeon3ri,대구광역시,군위군,군위읍,128.6094183,36.238725,1,군위1
광현2리,gwanghyeon2ri,대구광역시,군위군,군위읍,128.62152,36.2474,1,군위1
광현2리,gwanghyeon2ri,대구광역시,군위군,군위읍,128.6215417,36.24729167,1,군위1
광현1리,gwanghyeon1ri,대구광역시,군위군,군위읍,128.633325,36.24595167,1,군위1
광현1리,gwanghyeon1ri,대구광역시,군위군,군위읍,128.6333383,36.24606,1,
정3리,jeong3ri,대구광역시,군위군,군위읍,128.5690883,36.25396333,1,군위2
삽령리,Samnyeong-ri,대구광역시,군위군,군위읍,128.5359283,36.26436833,1,군위2
외량리,Oeryang-ri,대구광역시,군위군,군위읍,128.5471883,36.25702167,1,군위3
외량리,Oeryang-ri,대구광역시,군위군,군위읍,128.5472367,36.25709,2,군위2+군위3
내량2리,naeryang2ri,대구광역시,군위군,군위읍,128.53748,36.246685,1,군위2
내량2리,naeryang2ri,대구광역시,군위군,군위읍,128.5335067,36.24791167,1,군위2
내량2리,naeryang2ri,대구광역시,군위군,군위읍,128.534205,36.24957,1,군위2
외량2리,oeryang2ri,대구광역시,군위군,군위읍,128.5350117,36.25132167,1,군위2
외량2리,oeryang2ri,대구광역시,군위군,군위읍,128.534915,36.25249833,1,군위2
외량리,Oeryang-ri,대구광역시,군위군,군위읍,128.5390567,36.25902833,1,군위2
정리,Jeong-ri,대구광역시,군위군,군위읍,128.5602,36.25151,1,군위3
정리,Jeong-ri,대구광역시,군위군,군위읍,128.5600717,36.25148,2,군위2+군위3
정리,Jeong-ri,대구광역시,군위군,군위읍,128.5621867,36.24655667,3,군위2+군위3+급행9-3
정리,Jeong-ri,대구광역시,군위군,군위읍,128.5623,36.24661333,2,군위3+급행9-3
사직1리,sajik1ri,대구광역시,군위군,군위읍,128.55672,36.22960667,1,군위4
사직1리,sajik1ri,대구광역시,군위군,군위읍,128.5568583,36.22960833,1,군위4
사직2리,sajik2ri,대구광역시,군위군,군위읍,128.5554067,36.22504,1,군위4
사직2리,sajik2ri,대구광역시,군위군,군위읍,128.555275,36.22505667,1,군위4
수서1리,Suseo1ri,대구광역시,군위군,군위읍,128.55803,36.21352833,2,군위4+군위8
용대리,Yongdae-ri,대구광역시,군위군,군위읍,128.5982583,36.232455,1,군위1
용대리,Yongdae-ri,대구광역시,군위군,군위읍,128.5983067,36.23235,1,군위1
하곡리-속골,Hagok-ri-sokgol,대구광역시,군위군,군위읍,128.5923783,36.23125333,1,군위1
하곡리-속골,Hagok-ri-sokgol,대구광역시,군위군,군위읍,128.5924283,36.23131833,1,군위1
하곡리-동리,Hagok-ri-dong-ri,대구광역시,군위군,군위읍,128.5839767,36.235995,1,군위1
하곡리-동리,Hagok-ri-dong-ri,대구광역시,군위군,군위읍,128.583955,36.23591333,1,군위1
군위국민체육센터,gunwigungmincheyuksenteo,대구광역시,군위군,군위읍,128.5730317,36.23764833,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
군위국민체육센터,gunwigungmincheyuksenteo,대구광역시,군위군,군위읍,128.5731683,36.23766833,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
군위군청,Gunwi Country Office,대구광역시,군위군,군위읍,128.57245,36.24061667,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
군위중-고등학교,gunwijung-High School,대구광역시,군위군,군위읍,128.5705917,36.244415,1,군위2
대북2리,daebuk2ri,대구광역시,군위군,군위읍,128.5585133,36.25874,1,군위2
수서2리,Suseo2ri,대구광역시,군위군,군위읍,128.561045,36.20235167,1,군위8
수서2리,Suseo2ri,대구광역시,군위군,군위읍,128.56096,36.202345,1,군위8
수서2리,Suseo2ri,대구광역시,군위군,군위읍,128.5587567,36.20031,1,
군위군농산물공판장,gunwigunnongsanmulgongpanjang,대구광역시,군위군,군위읍,128.5647567,36.243425,2,군위3+군위4
군위군농산물공판장,gunwigunnongsanmulgongpanjang,대구광역시,군위군,군위읍,128.5646567,36.24335,3,군위2+군위3+군위4
역사테마공원,yeoksatemagongwon,대구광역시,군위군,군위읍,128.5667967,36.236275,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위병원,gunwibyeongwon,대구광역시,군위군,군위읍,128.5665867,36.23231167,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위병원,gunwibyeongwon,대구광역시,군위군,군위읍,128.566735,36.23232167,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
동부리,Dongbu-ri,대구광역시,군위군,군위읍,128.5712933,36.23378167,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
군위군민회관,gunwigunminhoegwan,대구광역시,군위군,군위읍,128.5703767,36.23257833,9,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9
금구2리,Geumgu 2-ri,대구광역시,군위군,군위읍,128.5637317,36.20428167,10,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위9+급행9+급행9-3
군위공용버스터미널,Gunwi Bus Terminal,대구광역시,군위군,군위읍,128.568715,36.23009,11,군위1+군위10+군위11+군위2+군위3+군위4+군위5+군위6+군위7+군위8+군위9
군위버스터미널건너,Gunwi Bus Terminal,대구광역시,군위군,군위읍,128.569355,36.229965,8,군위10+군위11+군위2+군위6+군위7+군위9+급행9+급행9-3
군위버스터미널앞,Gunwi Bus Terminal,대구광역시,군위군,군위읍,128.5693567,36.23049,11,군위1+군위10+군위11+군위2+군위5+군위6+군위7+군위8+군위9+급행9+급행9-3
군위군청,Gunwi-Gun Office,대구광역시,군위군,군위읍,128.5718867,36.24230667,1,급행9
용대3길,,대구광역시,군위군,군위읍,128.6048483,36.22835667,1,군위1
하곡리,,대구광역시,군위군,군위읍,128.584505,36.238,1,군위1
군위등기소,Gunwi Registry Office,대구광역시,군위군,군위읍,128.5689367,36.240915,2,급행9+급행9-3
남산1리,Namsan1ri,대구광역시,군위군,부계면,128.64101,36.04490333,1,군위8
남산2리,Namsan2ri,대구광역시,군위군,부계면,128.63926,36.03616,1,군위8
남산2리,Namsan2ri,대구광역시,군위군,부계면,128.6393767,36.03610833,1,군위8
남산2리,Namsan2ri,대구광역시,군위군,부계면,128.6408467,36.03254167,1,군위8
남산2리,Namsan2ri,대구광역시,군위군,부계면,128.64098,36.03254833,1,군위8
제2석굴암,je2Seokguram,대구광역시,군위군,부계면,128.64325,36.04819667,1,군위8
제2석굴암,je2Seokguram,대구광역시,군위군,부계면,128.6431917,36.04829667,1,군위8
동산2리,dongsan2ri,대구광역시,군위군,부계면,128.64737,36.04892333,1,군위8
대율2리,daeyul2ri,대구광역시,군위군,부계면,128.6551317,36.05784,1,군위8
대율2리,daeyul2ri,대구광역시,군위군,부계면,128.65522,36.05781333,1,군위8
가호2리,gaho2ri,대구광역시,군위군,부계면,128.6786217,36.0695,1,
가호1리 마을회관,gaho1,대구광역시,군위군,부계면,128.6651733,36.087205,1,군위8
가호1리 마을회관,gaho1,대구광역시,군위군,부계면,128.6650467,36.08724667,1,군위8
가호1,gaho1,대구광역시,군위군,부계면,128.66542,36.092405,1,군위8
창평2리,changpyeong2ri,대구광역시,군위군,부계면,128.67816,36.09373167,3,군위11+군위9+급행9-1
창평2리,changpyeong2ri,대구광역시,군위군,부계면,128.67815,36.09384167,2,군위11+군위9
창평1리,Changpyeong 1-ri,대구광역시,군위군,부계면,128.6650133,36.099125,4,군위8+급행9+급행9-1+급행9-2
명산리,Myeongsan-ri,대구광역시,군위군,부계면,128.6347267,36.100815,1,군위8
가호1,gaho1,대구광역시,군위군,부계면,128.6655483,36.09241667,1,군위8
창평리,Changpyeong-ri,대구광역시,군위군,부계면,128.6979017,36.083455,2,군위11+군위9
창평리,Changpyeong-ri,대구광역시,군위군,부계면,128.69798,36.08354667,2,군위11+군위9
남산1리,Namsan1ri,대구광역시,군위군,부계면,128.6411867,36.04510167,1,군위8
남산리,Namsan-ri,대구광역시,군위군,부계면,128.6402533,36.04184333,1,군위8
남산리,Namsan-ri,대구광역시,군위군,부계면,128.6401367,36.04183,1,군위8
동산1리,dongsan1ri,대구광역시,군위군,부계면,128.654245,36.04981667,1,군위8
동산1리,dongsan1ri,대구광역시,군위군,부계면,128.6541683,36.04990667,1,군위8
대율리,Daeyul-ri,대구광역시,군위군,부계면,128.6550833,36.05548333,1,군위8
대율리,Daeyul-ri,대구광역시,군위군,부계면,128.654975,36.05545667,1,군위8
대율1리,Daeyul 1-ri,대구광역시,군위군,부계면,128.6552617,36.06043333,4,군위8+급행9+급행9-1+급행9-2
대율1리,Daeyul 1-ri,대구광역시,군위군,부계면,128.6553667,36.05971333,4,군위8+급행9+급행9-1+급행9-2
춘산리,Chunsan-ri,대구광역시,군위군,부계면,128.6584717,36.06818167,1,
춘산리(현창),Chunsan-ri(Hyeonchang),대구광역시,군위군,부계면,128.6562,36.077895,4,군위8+급행9+급행9-1+급행9-2
창평1리,Changpyeong 1-ri,대구광역시,군위군,부계면,128.66512,36.09913167,5,군위11+군위8+군위9+급행9+급행9-1
화계2리,Hwagye 2-ri,대구광역시,군위군,부계면,128.6440467,36.111935,2,군위8+급행9
신화1리,Shinhwa 1-ri,대구광역시,군위군,부계면,128.6490583,36.106735,2,군위8+급행9
신화1리,Shinhwa 1-ri,대구광역시,군위군,부계면,128.6490767,36.10664833,2,군위8+급행9
창평리,Changpyeong-ri,대구광역시,군위군,부계면,128.6619617,36.10256,1,군위8
창평리,Changpyeong-ri,대구광역시,군위군,부계면,128.6618583,36.102485,1,군위8
신화2리,sinhwa2ri,대구광역시,군위군,부계면,128.646405,36.11004,1,군위8
신화2리,sinhwa2ri,대구광역시,군위군,부계면,128.6463017,36.10997167,1,군위8
석굴암IC교아래,Seokgulam IC,대구광역시,군위군,부계면,128.6511867,36.05211833,3,급행9+급행9-1+급행9-2
석굴암IC교아래,Seokgulam IC,대구광역시,군위군,부계면,128.6510067,36.05230333,3,급행9+급행9-1+급행9-2
백송온천호텔앞,Baseksong Hot Spring Hotel,대구광역시,군위군,부계면,128.658645,36.06816,4,군위8+급행9+급행9-1+급행9-2
백송온천호텔건너,Baseksong Hot Spring Hotel,대구광역시,군위군,부계면,128.6585083,36.06811667,4,군위8+급행9+급행9-1+급행9-2
창평1리,Changpyeong 1-ri,대구광역시,군위군,부계면,128.665735,36.09879833,1,급행9-2
춘산리(양지),Chunsan-ri(Yangji),대구광역시,군위군,부계면,128.66253,36.08749833,3,급행9+급행9-1+급행9-2
춘산리(양지),Chunsan-ri(Yangji),대구광역시,군위군,부계면,128.6640183,36.088765,3,급행9+급행9-1+급행9-2
춘산리(현창),Chunsan-ri(Hyeonchang),대구광역시,군위군,부계면,128.65644,36.07898333,4,군위8+급행9+급행9-1+급행9-2
산대 전원마을,Sandae Rural Village,대구광역시,군위군,부계면,128.6868067,36.088765,1,급행9-1
산대 전원마을,Sandae Rural Village,대구광역시,군위군,부계면,128.6867167,36.08866333,1,급행9-1
사유원,Sayuwon,대구광역시,군위군,부계면,128.6829383,36.09064667,1,급행9-1
백학2리,baekhak2ri,대구광역시,군위군,산성면,128.699745,36.06198,2,군위11+군위9
백학1리,baekhak1ri,대구광역시,군위군,산성면,128.7025367,36.07914167,2,군위11+군위9
백학1리,baekhak1ri,대구광역시,군위군,산성면,128.70267,36.07915333,2,군위11+군위9
백학2리,baekhak2ri,대구광역시,군위군,산성면,128.69987,36.06202,1,군위11
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.7044317,36.088585,3,군위11+군위9+급행9-1
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.7042917,36.08858333,3,군위11+군위9+급행9-1
삼산1리,samsan1ri,대구광역시,군위군,산성면,128.7090217,36.095985,3,군위11+군위9+급행9-1
삼산1리,samsan1ri,대구광역시,군위군,산성면,128.709015,36.0961,3,군위11+군위9+급행9-1
봉림2리,Bongnim2ri,대구광역시,군위군,산성면,128.7219767,36.09164,1,군위9
무암2리,muam2ri,대구광역시,군위군,산성면,128.7149167,36.09999167,2,군위11+군위9
무암2리,muam2ri,대구광역시,군위군,산성면,128.7147917,36.09995,2,군위11+군위9
무암1리,muam1ri,대구광역시,군위군,산성면,128.7040117,36.10745,2,군위11+군위9
무암1리,muam1ri,대구광역시,군위군,산성면,128.7039733,36.10734667,2,군위11+군위9
화전리,Hwajeon-ri,대구광역시,군위군,산성면,128.6974467,36.13349167,1,군위11
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.70364,36.08568,2,군위11+군위9
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.7037717,36.08569,2,군위11+군위9
봉림1리,Bongnim1ri,대구광역시,군위군,산성면,128.71744,36.09357833,1,군위9
백학2리,baekhak2ri,대구광역시,군위군,산성면,128.6994517,36.06393833,2,군위11+군위9
백학2리,baekhak2ri,대구광역시,군위군,산성면,128.699585,36.06394167,2,군위11+군위9
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.7054417,36.09100667,2,군위11+군위9
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.7053067,36.09102667,2,군위11+군위9
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.70681,36.09397167,2,군위11+군위9
삼산2리,samsan2ri,대구광역시,군위군,산성면,128.706695,36.09403667,2,군위11+군위9
봉림1리,Bongnim1ri,대구광역시,군위군,산성면,128.7198233,36.09374667,1,군위9
무암1리,muam1ri,대구광역시,군위군,산성면,128.70721,36.10601333,3,군위11+군위9+급행9-1
무암1리,muam1ri,대구광역시,군위군,산성면,128.70717,36.10591,3,군위11+군위9+급행9-1
운산,unsan,대구광역시,군위군,산성면,128.699245,36.109205,2,군위11+군위9
운산,unsan,대구광역시,군위군,산성면,128.699185,36.10910667,2,군위11+군위9
운산리,Unsan-ri,대구광역시,군위군,산성면,128.6965867,36.11141667,3,군위11+군위9+급행9-1
운산리,Unsan-ri,대구광역시,군위군,산성면,128.69672,36.11143667,3,군위11+군위9+급행9-1
산성면 행정복지센터,Sanseong-myeon Community Service Center,대구광역시,군위군,산성면,128.6946583,36.12327667,2,군위11+군위9
산성면 행정복지센터,Sanseong-myeon Community Service Center,대구광역시,군위군,산성면,128.694515,36.12250667,2,군위11+군위9
산성치안센터,Sansung Police Operations Center,대구광역시,군위군,산성면,128.695415,36.12583167,4,군위11+군위9+급행9-1+급행9-2
산성치안센터,Sansung Police Operations Center,대구광역시,군위군,산성면,128.6953083,36.12587167,2,군위11+군위9
화전2리,Hwajeon 2-ri,대구광역시,군위군,산성면,128.702405,36.14019833,2,군위11+급행9-2
화전2리,Hwajeon 2-ri,대구광역시,군위군,산성면,128.7021067,36.139875,2,군위11+급행9-2
봉림삼거리,Bonglim Three-Way Intersection,대구광역시,군위군,산성면,128.7158783,36.09530667,1,군위9
백학삼거리,Baekhak Three-Way Intersection,대구광역시,군위군,산성면,128.70166,36.0815,3,군위11+군위9+급행9-1
백학삼거리,Baekhak Three-Way Intersection,대구광역시,군위군,산성면,128.70187,36.08139833,2,군위11+군위9
봉림삼거리,Bonglim Three-Way Intersection,대구광역시,군위군,산성면,128.7156867,36.095315,2,군위9+급행9-1
화본1리 마을회관,Hwabon 1-ri Maeul Center,대구광역시,군위군,산성면,128.6947717,36.12451833,2,급행9-1+급행9-2
백학삼거리,Baekhak Three-Way Intersection,대구광역시,군위군,산성면,128.7017017,36.08175167,2,군위11+급행9-1
봉림삼거리,Bonglim Three-Way Intersection,대구광역시,군위군,산성면,128.7156667,36.095595,2,군위11+급행9-1
화본리,,대구광역시,군위군,산성면,128.7045,36.122555,1,군위9
농기계임대사업소 동부분소 앞,"Agricultural Machinery Rental Office, East Branch",대구광역시,군위군,산성면,128.7114267,36.146865,1,급행9-2
농기계임대사업소 동부분소 건너,"Agricultural Machinery Rental Office, East Branch",대구광역시,군위군,산성면,128.7113317,36.14709333,1,급행9-2
화수2리,hwasu2ri,대구광역시,군위군,삼국유사면,128.75192,36.110655,2,군위6+군위7
화수2리,hwasu2ri,대구광역시,군위군,삼국유사면,128.75205,36.110625,2,군위6+군위7
화북2리,hwabuk2ri,대구광역시,군위군,삼국유사면,128.7698117,36.12695667,3,군위10+군위6+군위7
화북2리,hwabuk2ri,대구광역시,군위군,삼국유사면,128.76982,36.12707,3,군위10+군위6+군위7
화북1리,hwabuk1ri,대구광역시,군위군,삼국유사면,128.772955,36.127255,4,군위10+군위6+군위7+급행9-2
화북1리,hwabuk1ri,대구광역시,군위군,삼국유사면,128.7729867,36.12714833,4,군위10+군위6+군위7+급행9-2
화북3리,hwabuk3ri,대구광역시,군위군,삼국유사면,128.7861,36.12201833,4,군위10+군위6+군위7+급행9-2
화북3리,hwabuk3ri,대구광역시,군위군,삼국유사면,128.78603,36.121925,4,군위10+군위6+군위7+급행9-2
삼국유사면 행정복지센터앞,Samgugyusa-myeon Community Service Center,대구광역시,군위군,삼국유사면,128.7943883,36.12408333,4,군위10+군위6+군위7+급행9-2
삼국유사면 행정복지센터,Samgugyusa-myeon Community Service Center,대구광역시,군위군,삼국유사면,128.794255,36.124085,3,군위10+군위6+군위7
학성2리-용아-괴산-장곡1,hakseong2ri-yonga-Goesan-janggok1,대구광역시,군위군,삼국유사면,128.8004483,36.13690833,2,군위10+군위7
인곡리,Ingok-ri,대구광역시,군위군,삼국유사면,128.80804,36.14580667,2,군위10+군위7
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.8275317,36.165185,2,군위10+군위7
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.8276283,36.16510833,2,군위10+군위7
가암리,Gaam-ri,대구광역시,군위군,삼국유사면,128.8408767,36.17098333,2,군위10+군위7
가암리,Gaam-ri,대구광역시,군위군,삼국유사면,128.8408483,36.17086833,1,군위10
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.84125,36.17685833,2,군위10+군위7
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.841125,36.17689667,2,군위10+군위7
낙전리,Nakjeon-ri,대구광역시,군위군,삼국유사면,128.82151,36.193165,2,군위10+군위7
낙전리,Nakjeon-ri,대구광역시,군위군,삼국유사면,128.821435,36.193075,1,
학암1리,hagam1ri,대구광역시,군위군,삼국유사면,128.8701733,36.16917,1,군위10
학암2리,hagam2ri,대구광역시,군위군,삼국유사면,128.8771133,36.16482333,1,군위10
석산리,Seoksan-ri,대구광역시,군위군,삼국유사면,128.8561133,36.17501,1,군위10
석산리,Seoksan-ri,대구광역시,군위군,삼국유사면,128.8478967,36.17327667,1,군위10
화수1리,hwasu1ri,대구광역시,군위군,삼국유사면,128.7552683,36.125955,4,군위10+군위6+군위7+급행9-2
금양리,Geumyang-ri,대구광역시,군위군,삼국유사면,128.7506983,36.13593667,4,군위10+군위6+군위7+급행9-2
금양리,Geumyang-ri,대구광역시,군위군,삼국유사면,128.750565,36.13593,4,군위10+군위6+군위7+급행9-2
석산리,Seoksan-ri,대구광역시,군위군,삼국유사면,128.8479283,36.17317167,1,군위10
인곡리,Ingok-ri,대구광역시,군위군,삼국유사면,128.8081333,36.14572667,2,군위10+군위7
학성2리-용아-괴산-장곡,hakseong2ri-yonga-Goesan-janggok,대구광역시,군위군,삼국유사면,128.8005767,36.13688167,2,군위10+군위7
화수1리,hwasu1ri,대구광역시,군위군,삼국유사면,128.7550367,36.12602,4,군위10+군위6+군위7+급행9-2
화수1리,hwasu1ri,대구광역시,군위군,삼국유사면,128.7551533,36.12580667,2,군위6+군위7
화수리,Hwasu-ri,대구광역시,군위군,삼국유사면,128.753505,36.11409167,2,군위6+군위7
화수리,Hwasu-ri,대구광역시,군위군,삼국유사면,128.7536083,36.11403,2,군위6+군위7
화수1리,hwasu1ri,대구광역시,군위군,삼국유사면,128.757365,36.12767167,3,군위10+군위6+군위7
화수1리,hwasu1ri,대구광역시,군위군,삼국유사면,128.7572583,36.12773667,2,군위10+군위7
인각사,ingaksa,대구광역시,군위군,삼국유사면,128.7787767,36.12837667,3,군위10+군위6+군위7
인각사,ingaksa,대구광역시,군위군,삼국유사면,128.7788167,36.12827333,3,군위10+군위6+군위7
학성1리,hakseong1ri,대구광역시,군위군,삼국유사면,128.79476,36.12698833,2,군위10+군위7
학성1리,hakseong1ri,대구광역시,군위군,삼국유사면,128.79465,36.12705,2,군위10+군위7
괴산리,Goesan-ri,대구광역시,군위군,삼국유사면,128.8197167,36.11412,1,
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.825105,36.16263,2,군위10+군위7
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.824985,36.16268167,2,군위10+군위7
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.8370717,36.1684,2,군위10+군위7
양지리,Yangji-ri,대구광역시,군위군,삼국유사면,128.83703,36.16850333,2,군위10+군위7
가암리,Gaam-ri,대구광역시,군위군,삼국유사면,128.8405567,36.17088,2,군위10+군위7
가암2리,gaam2ri,대구광역시,군위군,삼국유사면,128.843165,36.189405,1,군위10
가암2리,gaam2ri,대구광역시,군위군,삼국유사면,128.8432983,36.18939667,1,군위10
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.84209,36.17993167,2,군위10+군위7
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.8422017,36.17999333,2,군위10+군위7
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.8407167,36.18235667,2,군위10+군위7
가암1리,gaam1ri,대구광역시,군위군,삼국유사면,128.8406667,36.18225667,2,군위10+군위7
낙전리,Nakjeon-ri,대구광역시,군위군,삼국유사면,128.8231083,36.19235667,2,군위10+군위7
낙전리,Nakjeon-ri,대구광역시,군위군,삼국유사면,128.823075,36.19225167,2,군위10+군위7
석산리,Seoksan-ri,대구광역시,군위군,삼국유사면,128.85619,36.17512167,1,군위10
학암1리,hagam1ri,대구광역시,군위군,삼국유사면,128.870285,36.16897667,1,군위10
학암2리,hagam2ri,대구광역시,군위군,삼국유사면,128.8803817,36.16368833,1,군위10
기암2리 백암마을,giam2ri,대구광역시,군위군,삼국유사면,128.8439483,36.20016167,1,군위10
삼국유사면문화관,Samguk Yusa-myeon Cultural Center,대구광역시,군위군,삼국유사면,128.7946933,36.12690333,1,급행9-2
삼국유사면 행정복지센터,Samguk Yusa-myeon Administrative Welfare Center,대구광역시,군위군,삼국유사면,128.7945483,36.12422167,1,급행9-2
봉소리,Bongso-ri,대구광역시,군위군,소보면,128.51778,36.26764667,2,군위3+급행9-3
봉소리,Bongso-ri,대구광역시,군위군,소보면,128.5177717,36.26776333,2,군위3+급행9-3
봉황2리,bonghwang2ri,대구광역시,군위군,소보면,128.51053,36.273085,2,군위3+급행9-3
봉황2리,bonghwang2ri,대구광역시,군위군,소보면,128.5105583,36.27319,2,군위3+급행9-3
봉황1리,bonghwang1ri,대구광역시,군위군,소보면,128.49857,36.267905,2,군위3+급행9-3
봉황1리,bonghwang1ri,대구광역시,군위군,소보면,128.4985,36.26799833,2,군위3+급행9-3
봉황3리,bonghwang3ri,대구광역시,군위군,소보면,128.492845,36.26301833,2,군위3+급행9-3
송원1,songwon1,대구광역시,군위군,소보면,128.480865,36.25738333,1,군위3
달산1리(군위농협옆방면),dalsan1ri(gunwinonghyeobyeop),대구광역시,군위군,소보면,128.4686283,36.26707667,1,군위4
달산1리,dalsan1ri,대구광역시,군위군,소보면,128.4684883,36.2672,1,군위4
달산2리,dalsan2ri,대구광역시,군위군,소보면,128.43399,36.265465,1,군위4
