정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
송정동3,Songjeong-dong,대구광역시,동구,공산동,128.624735,35.98832,4,101+101-1+칠곡3+팔공3
송정동4,Songjeong-dong,대구광역시,동구,공산동,128.624885,35.98833333,4,101+101-1+칠곡3+팔공3
당정마을입구,Dangjeong-maeul,대구광역시,동구,공산동,128.61869,35.98931167,4,101+101-1+칠곡3+팔공3
팔공한마음주유소,Palgong Hanmaeum Gas Station,대구광역시,동구,공산동,128.616385,35.991275,4,101+101-1+칠곡3+팔공3
덕곡(대구선명학교),Deokgok,대구광역시,동구,공산동,128.6122683,35.99523667,4,101+101-1+칠곡3+팔공3
덕곡(달구벌고교),Deokgok,대구광역시,동구,공산동,128.6118297,35.99531325,4,101+101-1+칠곡3+팔공3
팔공한마음주유소건너,Palgong Hanmaeum Gas Station,대구광역시,동구,공산동,128.6146033,35.99256,4,101+101-1+칠곡3+팔공3
당정마을입구건너,Dangjeong-maeul,대구광역시,동구,공산동,128.6185417,35.98916,4,101+101-1+칠곡3+팔공3
칡골마을앞,Chikgol Maeul,대구광역시,동구,공산동,128.702295,35.95425842,4,401+팔공1+팔공2+팔공3
당동마을앞,Dangdong Maeul,대구광역시,동구,공산동,128.703822,35.954807,4,401+팔공1+팔공2+팔공3
당동마을건너,Dangdong Maeul,대구광역시,동구,공산동,128.703927,35.955017,4,401+팔공1+팔공2+팔공3
칡골마을건너,Chikgol Maeul,대구광역시,동구,공산동,128.70207,35.95434373,4,401+팔공1+팔공2+팔공3
중리삼거리1,Jungni (3) Junction,대구광역시,동구,공산동,128.6308333,35.97765,2,101+101-1
중리삼거리2,Jungni (3) Junction,대구광역시,동구,공산동,128.630555,35.97752167,2,101+101-1
덕산마을앞,Deoksan-maeul,대구광역시,동구,공산동,128.6227567,35.984465,2,101+101-1
덕산마을건너,Deoksan-maeul,대구광역시,동구,공산동,128.622825,35.98467333,2,101+101-1
상리마을앞,Sangni-maeul,대구광역시,동구,공산동,128.6282283,35.979775,2,101+101-1
상리마을건너,Sangni-maeul,대구광역시,동구,공산동,128.6287593,35.97951067,2,101+101-1
진인동(진정마을)2,Jinin-dong,대구광역시,동구,공산동,128.7146076,35.95819588,2,401+팔공1
모래정마을앞,Moraejeong Maeul,대구광역시,동구,공산동,128.7250117,35.95990833,2,401+팔공1
모래정마을건너,Moraejeong Maeul,대구광역시,동구,공산동,128.7249483,35.96005667,2,401+팔공1
팔공학생야영장입구앞,Palgong Students Camping Ground,대구광역시,동구,공산동,128.6687917,35.989605,1,팔공3
팔공학생야영장입구건너,Palgong Students Camping Ground,대구광역시,동구,공산동,128.6690317,35.98979167,1,팔공3
부인사건너,Buinsa,대구광역시,동구,공산동,128.673605,35.99241,1,팔공3
부인사앞,Buinsa,대구광역시,동구,공산동,128.6739,35.99271167,1,팔공3
수태골건너,Sutaegol,대구광역시,동구,공산동,128.6813283,35.99265667,1,팔공3
수태골앞,Sutaegol,대구광역시,동구,공산동,128.6814067,35.99274333,1,팔공3
중심마을2,Jungsim Maeul2,대구광역시,동구,공산동,128.6845433,35.95861333,1,팔공1
용수동1,Yongsu-dong,대구광역시,동구,공산동,128.6758917,35.97546667,1,팔공1
신무동2,Sinmu-dong,대구광역시,동구,공산동,128.6732517,35.98582833,1,팔공1
송정1동,Songjeong-dong,대구광역시,동구,공산동,128.6217033,35.98644833,2,101+101-1
신무동1,Sinmu-dong,대구광역시,동구,공산동,128.6731333,35.98581,1,팔공1
용수동2,Yongsu-dong,대구광역시,동구,공산동,128.675825,35.97553833,1,팔공1
부남교2,Bunam-gyo(Bridge)2,대구광역시,동구,공산동,128.6763333,35.97370167,1,팔공1
진인동(양지마을)건너,Jinin-dong(Yangji-maeul),대구광역시,동구,공산동,128.7169083,35.96308833,3,401+팔공2+팔공3
진인동(양지마을)앞,Jinin-dong(Yangji-maeul),대구광역시,동구,공산동,128.7183917,35.96444,3,401+팔공2+팔공3
명산교(화성명산타운건너),Myeongsan-gyo,대구광역시,동구,공산동,128.6372733,35.94397333,2,101+101-1
파계사입구앞,Paguesa,대구광역시,동구,공산동,128.6373983,35.989965,1,팔공3
파계사입구건너,Paguesa,대구광역시,동구,공산동,128.6377517,35.98987,1,팔공3
양방마을건너,Yangbang-maeul,대구광역시,동구,공산동,128.7278767,35.96017833,2,401+팔공1
양방마을앞,Yangbang-maeul,대구광역시,동구,공산동,128.7282117,35.96043667,2,401+팔공1
대구제3예비군훈련장건너,Daegu 3rd Reserve Forces Training Center,대구광역시,동구,공산동,128.7327616,35.96162993,1,팔공1
대원사건너,Daewonsa,대구광역시,동구,공산동,128.7391217,35.96298333,1,팔공1
능성동(종점)1,Neungseong-dong,대구광역시,동구,공산동,128.7429183,35.963335,1,팔공1
능성동(종점)2,Neungseong-dong,대구광역시,동구,공산동,128.7430767,35.96318167,1,팔공1
한걸마을앞,Hangeol Maeul,대구광역시,동구,공산동,128.635965,35.98329333,2,101+101-1
한걸마을건너,Hangeol Maeul,대구광역시,동구,공산동,128.6358033,35.98308667,2,101+101-1
탱리마을앞,Taengri Maeul,대구광역시,동구,공산동,128.6360467,35.984985,2,101+101-1
탱리마을건너,Taengri Maeul,대구광역시,동구,공산동,128.6358283,35.98508333,2,101+101-1
대한수목원앞,Daehan Arboretum,대구광역시,동구,공산동,128.6300083,35.972505,2,101+101-1
대한수목원건너,Daehan Arboretum,대구광역시,동구,공산동,128.6297783,35.97261167,2,101+101-1
신무3교(하행),Sinmu 3Bridge,대구광역시,동구,공산동,128.6714926,35.98839348,1,팔공1
신무3교(상행),Sinmu 3Bridge,대구광역시,동구,공산동,128.6716821,35.9882902,1,팔공1
인산마을회관건너,Insan Maeul Assembly Hall,대구광역시,동구,공산동,128.7139694,35.95532175,1,팔공2
인산마을회관앞,Insan Maeul Assembly Hall,대구광역시,동구,공산동,128.7142589,35.95536193,1,팔공2
팔공산도림사추모공원,Palgongsan Dorimsa Memorial Park,대구광역시,동구,공산동,128.7286717,35.950535,1,팔공2
연경뉴웰시티아파트건너,Yeongyeong Newwellcity Apts,대구광역시,동구,공산동,128.6328017,35.94183833,3,501+동구8+북구2
연경뉴웰시티아파트앞,Yeongyeong Newwellcity Apts,대구광역시,동구,공산동,128.6326717,35.94170333,3,501+동구8+북구2
덕곡동,Deokgok-dong,대구광역시,동구,공산동,128.6213717,35.98656333,2,101+101-1
팔공유치원건너,Palgong Kindergarten,대구광역시,동구,공산동,128.6265033,35.94764667,2,503+동구8
팔공유치원앞,Palgong Kindergarten,대구광역시,동구,공산동,128.6264,35.94755833,3,503+동구8+북구5
팔공초중학교건너,Palgong elementary·middle School,대구광역시,동구,공산동,128.6283117,35.94646667,2,503+동구8
팔공초중학교앞,Palgong elementary·middle School,대구광역시,동구,공산동,128.628375,35.9462,3,503+동구8+북구5
미곡교1,Migok-gyo(Bridge)1,대구광역시,동구,공산동,128.68491,35.95556833,1,팔공1
미곡교2,Migok-gyo(Bridge)2,대구광역시,동구,공산동,128.6847483,35.95546,1,팔공1
중심마을1,Jungsim Maeul1,대구광역시,동구,공산동,128.684605,35.95864333,1,팔공1
자리미마을1,Jarimi Maeul1,대구광역시,동구,공산동,128.6841983,35.96348,1,팔공1
자리미마을2,Jarimi Maeul2,대구광역시,동구,공산동,128.6841333,35.96342333,1,팔공1
상중심마을1,Sangjungsim Maeul1,대구광역시,동구,공산동,128.6812417,35.96738333,1,팔공1
상중심마을2,Sangjungsim Maeul2,대구광역시,동구,공산동,128.6811433,35.96734333,1,팔공1
부남교1,Bunam-gyo(Bridge)1,대구광역시,동구,공산동,128.6764367,35.97372667,1,팔공1
신무교1,Sinmu-gyo(Bridge)1,대구광역시,동구,공산동,128.6688233,35.98983833,1,팔공1
신무교2,Sinmu-gyo(Bridge)2,대구광역시,동구,공산동,128.6687433,35.98970333,1,팔공1
신무1교1,Sinmu1-gyo(Bridge)1,대구광역시,동구,공산동,128.6737933,35.98389,1,팔공1
신무1교2,Sinmu1-gyo(Bridge)2,대구광역시,동구,공산동,128.67365,35.98394833,1,팔공1
도학교2,Dohakgyo(Bridge),대구광역시,동구,공산동,128.7002133,35.96868833,2,팔공1+팔공3
도학교1,Dohakgyo(Bridge),대구광역시,동구,공산동,128.700375,35.968605,2,팔공1+팔공3
용진마을건너,Yongjin-maeul,대구광역시,동구,공산동,128.6530233,35.98612,1,팔공3
용진마을앞,Yongjin-maeul,대구광역시,동구,공산동,128.65308,35.98600333,1,팔공3
농연서당1,NongYeon-Seodang,대구광역시,동구,공산동,128.6751583,35.97927,1,팔공1
농연서당2,NongYeon-Seodang,대구광역시,동구,공산동,128.6751067,35.97921,1,팔공1
용수동당산1,Yongsu-dong Dangsan Shrine,대구광역시,동구,공산동,128.676695,35.970655,1,팔공1
용수동당산2,Yongsu-dong Dangsan Shrine,대구광역시,동구,공산동,128.6766033,35.97065833,1,팔공1
도장마을,Dojang-maeul,대구광역시,동구,공산동,128.703385,35.96564833,1,팔공1
국가정보자원관리원,National Information Resources Service,대구광역시,동구,공산동,128.7061367,35.96680667,1,팔공1
도평동입구2,Dopyeong-dong,대구광역시,동구,도평동,128.64277,35.90923333,1,팔공1
도동청구타운건너,Do-dong Cheonggu Town,대구광역시,동구,도평동,128.6486467,35.90918667,1,팔공1
도동청구타운앞,Do-dong Cheonggu Town,대구광역시,동구,도평동,128.6484569,35.90925977,1,팔공1
평광종점,Pyeonggwang,대구광역시,동구,도평동,128.6946183,35.93089667,1,팔공1
측백나무숲건너,Cheukbaek Forest,대구광역시,동구,도평동,128.6633283,35.91917287,1,팔공1
측백나무숲앞,Cheukbaek Forest,대구광역시,동구,도평동,128.6631977,35.918987,1,팔공1
섬뜸마을,Seomtteum-maeul,대구광역시,동구,도평동,128.6883567,35.93250333,1,팔공1
평광마을회관,Pyungkwang Maeul Assembly Hall,대구광역시,동구,도평동,128.690336,35.93266587,1,팔공1
도동교1,Dodonggyo (Bridge),대구광역시,동구,도평동,128.6515883,35.91083,1,팔공1
도동교2,Dodonggyo (Bridge),대구광역시,동구,도평동,128.6517217,35.91081333,1,팔공1
도동제1경로당건너,Dodong 1st Senior Citizen Center,대구광역시,동구,도평동,128.6551258,35.91120145,1,팔공1
도동제1경로당앞,Dodong 1st Senior Citizen Center,대구광역시,동구,도평동,128.6562877,35.91212063,1,팔공1
갓골건너,Gatgol,대구광역시,동구,도평동,128.6596783,35.915825,1,팔공1
갓골앞,Gatgol,대구광역시,동구,도평동,128.65971,35.91574667,1,팔공1
삼육구가든앞,Samyukgu Garden,대구광역시,동구,도평동,128.6742333,35.93151667,1,팔공1
삼육구가든건너,Samyukgu Garden,대구광역시,동구,도평동,128.674205,35.93145667,1,팔공1
다리골,Darigol,대구광역시,동구,도평동,128.6703183,35.92967,1,
효자강순항나무,Huojagangsoonhang Tree,대구광역시,동구,도평동,128.68396,35.93253667,1,팔공1
동촌해성아파트건너,Haesung Apts,대구광역시,동구,동촌동,128.646015,35.88810167,1,618
아양교1,Ayanggyo (Bridge),대구광역시,동구,동촌동,128.6428633,35.89053867,8,805+818+836+동구1+동구1-1+동구3+동구8+팔공1
입석중학교앞,Ipseok Middle School,대구광역시,동구,동촌동,128.6449521,35.89115047,7,719+805+818+836+동구1+동구1-1+동구3
입석중학교건너,Ipseok Middle School,대구광역시,동구,동촌동,128.6456413,35.89104095,7,719+805+818+836+동구1+동구1-1+동구3
K-2입구,K-2,대구광역시,동구,동촌동,128.6448767,35.89420833,2,동구1+동구1-1
홈플러스동촌점앞,Homeplus Dongchon Branch,대구광역시,동구,동촌동,128.6560563,35.88526353,7,719+805+818+836+동구1+동구1-1+동구3
홈플러스동촌점건너,Homeplus Dongchon Branch,대구광역시,동구,동촌동,128.656223,35.88487377,7,719+805+818+836+동구1+동구1-1+동구3
동촌역(신길)1,Dongchon Station,대구광역시,동구,동촌동,128.6527698,35.88703493,7,719+805+818+836+동구1+동구1-1+동구3
동촌역(신길)2,Dongchon Station,대구광역시,동구,동촌동,128.6511033,35.88768783,7,719+805+818+836+동구1+동구1-1+동구3
동촌화성타운건너,Dongchon Hwaseong Town,대구광역시,동구,동촌동,128.6478802,35.8897939,7,719+805+818+836+동구1+동구1-1+동구3
동촌화성타운앞,Dongchon Hwaseong Town,대구광역시,동구,동촌동,128.6470695,35.88997107,7,719+805+818+836+동구1+동구1-1+동구3
금사리하이빌APT앞,Geumsari Highvill Apt,대구광역시,동구,동촌동,128.6568033,35.883915,1,618
농협동촌지점,Nonghyup Dongchon Office,대구광역시,동구,동촌동,128.653625,35.88438167,1,618
바른병원건너,Barun Hospital,대구광역시,동구,동촌동,128.6432733,35.88943167,1,618
동촌역(2번출구),Dongchon Station,대구광역시,동구,동촌동,128.6499678,35.88615172,1,618
대구동촌유치원,Daegu Dongchon Kindergarten,대구광역시,동구,동촌동,128.65288,35.884845,1,618
동촌해성아파트앞,Haesung Apts,대구광역시,동구,동촌동,128.6454317,35.88845667,1,618
동촌지구대건너,Dongchon Area Patrol Unit,대구광역시,동구,동촌동,128.6493277,35.88656445,1,618
금사리하이빌APT건너,Geumsari Highvill Apt,대구광역시,동구,동촌동,128.6561433,35.88400958,1,618
우방강촌마을앞,Woobang Gangchon Apts,대구광역시,동구,방촌동,128.6695006,35.87629735,10,156+518+55+555+651+708+802+814+급행5+북구3
우방강촌마을건너,Woobang Gangchon Apts,대구광역시,동구,방촌동,128.6693204,35.8767152,10,156+518+55+555+651+708+802+814+급행5+북구3
화랑교1,Hwaranggyo (Bridge),대구광역시,동구,방촌동,128.6630322,35.87704907,9,156+518+55+555+651+708+802+814+북구3
화랑교2,Hwaranggyo (Bridge),대구광역시,동구,방촌동,128.6624717,35.87727833,9,156+518+55+555+651+708+802+814+북구3
방촌맨션앞,Bangchon Mansion,대구광역시,동구,방촌동,128.6741307,35.87667527,6,518+55+555+651+802+814
불로전통시장앞,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.6411525,35.91062727,7,101+101-1+401+급행1+동구8+팔공1+팔공2
불로전통시장건너,Bullo Traditional Market,대구광역시,동구,불로.봉무동,128.6408969,35.91059817,7,101+101-1+401+급행1+동구8+팔공1+팔공2
불로동고분군앞,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6412378,35.91459735,7,101+101-1+401+급행1+동구8+팔공1+팔공2
불로동고분군건너,Bullo-dong AncientTombs,대구광역시,동구,불로.봉무동,128.6409893,35.91508832,7,101+101-1+401+급행1+동구8+팔공1+팔공2
봉무청구새들마을앞,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6419017,35.92996555,9,101+101-1+401+501+급행1+동구8+북구2+팔공1+팔공2
봉무청구새들마을건너,Bongmu Cheonggu Saedeul maeul,대구광역시,동구,불로.봉무동,128.6416712,35.9300752,9,101+101-1+401+501+급행1+동구8+북구2+팔공1+팔공2
파군재삼거리2,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.6438468,35.93401005,8,101+101-1+401+501+동구8+북구2+팔공1+팔공2
파군재삼거리1,Pagunjae (3) Junction,대구광역시,동구,불로.봉무동,128.6435133,35.93584,8,101+101-1+401+501+동구8+북구2+팔공1+팔공2
불로삼거리,Bullo (3) Junction,대구광역시,동구,불로.봉무동,128.6363933,35.90183833,6,101+101-1+401+동구8+팔공1+팔공2
불로우방아파트건너,Bullo Woobang Apts,대구광역시,동구,불로.봉무동,128.6310504,35.90100803,2,101-1+719
도평동입구1,Dopyeong-dong,대구광역시,동구,불로.봉무동,128.6428198,35.9091286,1,팔공1
불로화훼단지건너,Bullo Flower Market,대구광역시,동구,불로.봉무동,128.6404183,35.90707,6,101+101-1+401+동구8+팔공1+팔공2
봉무공원건너,Bongmu Park,대구광역시,동구,불로.봉무동,128.6411335,35.92198723,7,101+101-1+401+급행1+동구8+팔공1+팔공2
한국폴리텍대학(영남융합기술캠퍼스),C-Tech. Campus of KOPO,대구광역시,동구,불로.봉무동,128.6413483,35.91948667,7,101+101-1+401+급행1+동구8+팔공1+팔공2
원불교앞,Won-Buddhism,대구광역시,동구,불로.봉무동,128.641513,35.927732,8,101+101-1+401+501+동구8+북구2+팔공1+팔공2
이시아폴리스더샵1단지,EsiaPolis The Sharp 1,대구광역시,동구,불로.봉무동,128.6410633,35.92460167,9,101+101-1+401+501+급행1+동구8+북구2+팔공1+팔공2
불로봉무파출소,Bulll/Bongmu police substation,대구광역시,동구,불로.봉무동,128.641295,35.92791333,8,101+101-1+401+501+동구8+북구2+팔공1+팔공2
팔공산IC입구,Palgongsan IC,대구광역시,동구,불로.봉무동,128.6410433,35.90773167,6,101+101-1+401+동구8+팔공1+팔공2
이시아폴리스더샵2단지,EsiaPolisTheSharp 2.,대구광역시,동구,불로.봉무동,128.6415883,35.92576333,9,101+101-1+401+501+급행1+동구8+북구2+팔공1+팔공2
봉무공원앞,Bongmu Park,대구광역시,동구,불로.봉무동,128.6415117,35.92239333,8,101+101-1+401+501+동구8+북구2+팔공1+팔공2
대구섬유박물관,Daegu Textile Museum,대구광역시,동구,불로.봉무동,128.6409367,35.919065,6,101+101-1+401+동구8+팔공1+팔공2
봉무초등학교앞,Bongmu Elementary School,대구광역시,동구,불로.봉무동,128.6360842,35.92508745,1,501
봉무초등학교건너,Bongmu Elementary School,대구광역시,동구,불로.봉무동,128.6376632,35.9250183,2,401+501
이시아폴리스롯데아울렛앞,EsiaPolis Lotte-outlet,대구광역시,동구,불로.봉무동,128.6355285,35.92064815,1,501
이시아폴리스롯데아울렛건너,EsiaPolis Lotte-outlet,대구광역시,동구,불로.봉무동,128.6351337,35.92044427,1,501
위남마을,Winam Maeul,대구광역시,동구,불로.봉무동,128.63675,35.92762667,1,401
이시아폴리스더샵1단지남편,EsiaPolis TheSharp 1,대구광역시,동구,불로.봉무동,128.6406133,35.92517667,1,501
공고네거리1,Gonggo Junction,대구광역시,동구,신암1동,128.6159718,35.88160737,11,156+401+402+618+708+802+937+동구3+북구6+순환2-1+팔공1
평화시장(닭똥집골목)앞,Pyeonghwa Market(Dakttongjip Golmok),대구광역시,동구,신암1동,128.6214066,35.88277447,12,156+401+402+618+708+802+937+급행1+동구3+북구6+순환2-1+팔공1
대구광역시립동부도서관,Daegu Metropolitan Dongbu Library,대구광역시,동구,신암1동,128.619092,35.89038643,4,410-1+503+937+북구2
경북대학교 경상대학건너,Kyungpook National University,대구광역시,동구,신암1동,128.61639,35.88792167,4,410-1+503+937+북구2
경북대학교정문건너,Kyungpook National University Main Gate,대구광역시,동구,신암1동,128.6145018,35.88497703,4,410-1+503+937+북구2
신암초등학교건너,Sinam Elementary School,대구광역시,동구,신암1동,128.6124626,35.88256507,4,410-1+503+937+북구2
신암2동우체국,Sinam 2-dong Post Office,대구광역시,동구,신암2동,128.6079211,35.87776642,12,156+306+401+402+403+618+650+708+802+동구3+북구2+팔공1
강남약국앞1,Gangnam Pharmacy,대구광역시,동구,신암2동,128.610407,35.87932058,10,156+306+401+402+403+650+802+급행1+북구2+팔공1
강남약국앞2,Gangnam Pharmacy,대구광역시,동구,신암2동,128.6113849,35.88030968,3,618+708+동구3
동신초등학교앞,Dongsin Elementary School,대구광역시,동구,신암2동,128.6155665,35.87814557,1,410
동대구역,Dongdaegu Station,대구광역시,동구,신암3동,128.6269833,35.87917333,14,156+402+413+650+708+805+814+8140+818+937+북구3+북구6+수성4+순환2-1
동대구역건너,Dongdaegu Station,대구광역시,동구,신암3동,128.6268133,35.87869667,14,156+402+413+650+708+805+814+8140+818+937+북구3+북구6+수성4+순환2
동대구이안센트럴D아파트,Dongdaegu Ian Central D Apts,대구광역시,동구,신암3동,128.6253549,35.8814462,3,401+650+팔공2
동신초등학교건너,Dongsin Elementary School,대구광역시,동구,신암3동,128.6154045,35.87891467,2,410-1+650
공고네거리2,Gonggo Junction,대구광역시,동구,신암3동,128.6159452,35.88140735,5,618+650+708+802+동구3
대구동부고용복지플러스센터,The East Employment Welfare Plus Center,대구광역시,동구,신암3동,128.6171275,35.88164332,7,156+401+402+937+북구6+순환2+팔공1
평화시장(닭똥집골목)건너,Pyeonghwa Market(Dakttongjip Golmok),대구광역시,동구,신암3동,128.6206909,35.88239627,5,618+708+802+급행1+동구3
파티마병원건너1,Fatima hospital,대구광역시,동구,신암3동,128.6225755,35.88289325,7,156+401+402+937+북구6+순환2+팔공1
이안동대구아파트,Ian Dongdaegu Apts,대구광역시,동구,신암3동,128.6183473,35.87804582,2,101+650
신암건영캐스빌아파트,Sinam Geonyeong Casvill Apts,대구광역시,동구,신암3동,128.6184693,35.87796475,1,101-1
동대구초등학교앞,Dongdaegu Elementary School,대구광역시,동구,신암3동,128.6206595,35.87868057,2,101+650
동대구초등학교건너,Dongdaegu Elementary School,대구광역시,동구,신암3동,128.6206922,35.87857365,2,101-1+650
동대구역수화물취급소건너,Dongdaegu Freight Service Station,대구광역시,동구,신암3동,128.6250567,35.87984333,2,101+650
동대구역수화물취급소앞,Dongdaegu Freight Service Station,대구광역시,동구,신암3동,128.6251467,35.87977333,2,101-1+650
동양맨션앞,Dongyang Mansion,대구광역시,동구,신암3동,128.6195892,35.87968735,1,650
동대구역화성파크드림,Dongdaegu-Station Hwaseong Park Dream,대구광역시,동구,신암4동,128.6256881,35.8819125,13,156+401+402+413+708+805+814+937+동구8+북구3+북구6+수성4+순환2-1
KT동대구지사앞,KT Dongdaegu District Office,대구광역시,동구,신암4동,128.6263983,35.88458333,9,618+802+805+814+818+동구3+동구8+북구3+팔공1
KT동대구지사건너,KT Dongdaegu District Office,대구광역시,동구,신암4동,128.626135,35.88463398,11,413+618+802+805+814+818+동구3+북구3+수성4+팔공1+팔공2
신암4동행정복지센터앞,Sinam 4-dong Community Service Center,대구광역시,동구,신암4동,128.6299487,35.88549267,9,618+802+805+814+818+동구3+동구8+북구3+팔공1
신암4동행정복지센터건너,Sinam 4-dong Community Service Center,대구광역시,동구,신암4동,128.6298565,35.88569937,10,618+802+805+814+818+동구3+북구3+수성4+팔공1+팔공2
동구청역(4번출구),Dong-gu Office Station,대구광역시,동구,신암4동,128.6323181,35.88468272,3,101+401+동구8
동구청역(3번출구),Dong-gu Office Station,대구광역시,동구,신암4동,128.6325373,35.8846222,3,101-1+401+팔공2
산림조합중앙회건너,Forestry Cooperatives Federation,대구광역시,동구,신암4동,128.6302191,35.88212888,3,101+401+동구8
산림조합중앙회앞,Forestry Cooperatives Federation,대구광역시,동구,신암4동,128.6307643,35.8824655,3,101-1+401+팔공2
동대구역지하도1,Dongdaegu Station Underpass,대구광역시,동구,신암4동,128.6280983,35.880625,4,101+401+급행1+동구8
동대구역지하도2,Dongdaegu Station Underpass,대구광역시,동구,신암4동,128.629048,35.88071177,4,101-1+401+급행1+팔공2
큰고개오거리2,Keungogae (5) Junction,대구광역시,동구,신암4동,128.631815,35.886465,4,232+836+수성4+순환3
국립신암선열공원건너,Sinam National Cemetery,대구광역시,동구,신암4동,128.628795,35.88867,4,232+836+수성4+순환3
신암보성아파트건너,Sinam Boseong Apts,대구광역시,동구,신암4동,128.625025,35.88753333,2,413+수성4
신암보성아파트앞,Sinam Boseong Apts,대구광역시,동구,신암4동,128.6249069,35.88746025,1,413
전기안전공사앞,Electrical Safety Corporation,대구광역시,동구,신암4동,128.634605,35.88383333,1,순환3
동대구해모로웨스트아파트,Dongdaegu Haemoro West Apts,대구광역시,동구,신암4동,128.6267883,35.89019333,4,232+413+836+순환3
신암공원,Sinam Park,대구광역시,동구,신암4동,128.6236474,35.89162968,4,232+413+836+순환3
큰고개오거리1,Keungogae (5) Junction,대구광역시,동구,신암5동,128.63235,35.88629333,3,232-1+836+순환3-1
국립신암선열공원앞,Sinam National Cemetery,대구광역시,동구,신암5동,128.6289086,35.8888837,3,232-1+836+순환3-1
동구청앞,Dong-gu Office,대구광역시,동구,신암5동,128.6345785,35.8859654,15,101+232-1+401+618+802+805+814+818+836+급행1+동구3+동구8+북구3+팔공1+팔공2
아양교역(1번출구),Ayanggyo Station,대구광역시,동구,신암5동,128.6394667,35.88713727,15,101+232-1+401+618+802+805+814+818+836+급행1+동구3+동구8+북구3+팔공1+팔공2
대구중앙중고등학교건너,Daegu Joongang Middle and High School,대구광역시,동구,신천1.2동,128.6167431,35.86808403,6,518+724+805+급행3+급행5+동구1-1
신천LH아파트건너,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6139285,35.87396062,4,101-1+425+651+북구3
신천LH아파트앞,Sincheon LH Apt,대구광역시,동구,신천1.2동,128.6138597,35.87414717,4,101+425+651+북구3
신천역(2번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6167217,35.874481,4,101+425+651+북구3
신천3치안센터건너,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천1.2동,128.6199609,35.86986027,2,410+동구1-1
신천역(4번출구),Sincheon Station,대구광역시,동구,신천1.2동,128.6180067,35.87357833,1,410
신천역(3번출구),Sincheon Station ,대구광역시,동구,신천1.2동,128.6168763,35.87433713,3,425+651+북구3
청구고등학교앞,Cheonggu High School,대구광역시,동구,신천3동,128.6219035,35.8675761,3,518+724+805
역전시장앞,Yeokjeon Market,대구광역시,동구,신천3동,128.6202074,35.87511635,3,425+651+북구3
역전시장건너,Yeokjeon Market,대구광역시,동구,신천3동,128.6209027,35.87546978,3,425+651+북구3
신천3동행정복지센터건너,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,128.6236878,35.87422172,2,805+동구1-1
솔렌스힐앞,Solens Hill,대구광역시,동구,신천3동,128.6238033,35.87145667,1,805
솔렌스힐건너,Solens Hill,대구광역시,동구,신천3동,128.6235933,35.87125833,1,805
한국건강관리협회앞,Korea Association of Health Promotion,대구광역시,동구,신천3동,128.6233834,35.86898625,1,805
신천3치안센터앞,Sincheon 3-dong Police Operations Center,대구광역시,동구,신천3동,128.6201588,35.87005432,2,410-1+동구1
신천초등학교앞,Sincheon Elementary School,대구광역시,동구,신천3동,128.6196772,35.87246995,1,동구1
신천초등학교건너,Sincheon Elementary School,대구광역시,동구,신천3동,128.6197564,35.8726208,1,동구1-1
화성파크드림이스트밸리아파트,Hwaseong Park Dream East Valley Apt,대구광역시,동구,신천3동,128.6230147,35.87184347,1,동구1
동대구역센트럴시티자이아파트,Dongdaegu-Station Central City Xi Apt,대구광역시,동구,신천3동,128.6230707,35.87196388,1,동구1-1
신천역(5번출구),Sincheon Station,대구광역시,동구,신천3동,128.6184523,35.87326463,1,410-1
동대구동화아이위시아파트건너,Dongdaegu Dongwha Iwish Apt,대구광역시,동구,신천3동,128.6241079,35.87600177,2,425+651
동대구동화아이위시아파트앞,Dongdaegu Dongwha Iwish Apt,대구광역시,동구,신천3동,128.624035,35.87617833,3,425+651+북구3
영남일보앞,Yeongnam Ilbo,대구광역시,동구,신천3동,128.6261155,35.86818597,5,724+814+8140+북구6+수성4
상공회의소건너,Chamber of commerce and industry,대구광역시,동구,신천3동,128.6257988,35.87139963,6,399+814+8140+818+북구6+수성4
상공회의소앞,Chamber of Commerce and Industry,대구광역시,동구,신천3동,128.6251583,35.87195667,4,814+8140+북구6+수성4
동부소방서앞,Dongbu Fire Station,대구광역시,동구,신천3동,128.6253333,35.87522333,4,814+8140+북구6+수성4
신천3동행정복지센터앞,Sincheon 3-dong Community service Center,대구광역시,동구,신천3동,128.623435,35.87521123,2,805+동구1
대구신문사,Daegu Newspaper Company,대구광역시,동구,신천3동,128.622295,35.87566167,1,북구3
한국건강관리협회건너,Korea Association of Health Promotion,대구광역시,동구,신천3동,128.6231389,35.8686682,1,805
동대구역복합환승센터앞,Dong-Daegu Station Transfer Center Complex,대구광역시,동구,신천4동,128.6299233,35.877535,11,156+402+413+425+650+651+708+937+동구1-1+순환2-1+직행2
